image_id,method,dataset,protocol,iou,dice,precision,recall,f1
deepcrack_0048,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.6212828704841484,0.7664089737759587,0.6318420394901275,0.9738058551617874,0.7664089737759588
deepcrack_0049,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.8161579892280072,0.8987742190589165,0.8375092114959469,0.9697098976109215,0.8987742190589166
deepcrack_0050,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.7614908662345315,0.8645981433469934,0.7797556192487555,0.9701576576576577,0.8645981433469934
deepcrack_0051,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.5356600910470409,0.6976284584980237,0.5427985648385444,0.976036866359447,0.6976284584980239
deepcrack_0052,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.7988789976920541,0.8881964809384164,0.8090150250417363,0.9845591223080049,0.8881964809384164
deepcrack_0053,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.8231801755291688,0.9030157157015433,0.8677551020408163,0.9412632821723731,0.9030157157015433
deepcrack_0054,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.8207113476893297,0.9015282392026578,0.8690750704586215,0.9364991717283269,0.9015282392026578
deepcrack_0055,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.7146753955264593,0.8335984727966911,0.9232666725398643,0.759805698542739,0.833598472796691
deepcrack_0056,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.495260663507109,0.6624405705229794,0.605,0.731932505571474,0.6624405705229793
deepcrack_0057,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.5316122233930453,0.694186446508428,0.5724822695035461,0.8816076889471385,0.6941864465084279
deepcrack_0058,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.40051457975986277,0.5719534598897734,0.412180052956752,0.934,0.5719534598897734
deepcrack_0059,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.8099385245901639,0.8949900934050382,0.9243812122393296,0.8674103877103145,0.8949900934050382
deepcrack_0060,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.7291890729189073,0.8433884811543725,0.9546606589693044,0.7553475935828877,0.8433884811543724
deepcrack_0061,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.7785391079508727,0.875481573017373,0.9814211212516297,0.7901850150898833,0.8754815730173731
deepcrack_0062,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.745771958537916,0.854375,0.8641741172220717,0.8447956210823696,0.854375
deepcrack_0063,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.47353736895502196,0.6427219002811406,0.8421290031574199,0.5196696975320096,0.6427219002811406
deepcrack_0064,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.6557528245330874,0.7920902381283944,0.8281887012230634,0.7590072057646117,0.7920902381283943
deepcrack_0065,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.5830521928954158,0.7366177761063056,0.8300607430428026,0.6620845070422535,0.7366177761063056
deepcrack_0066,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.47159025951754885,0.6409260410192666,0.735032074126871,0.5681818181818182,0.6409260410192668
deepcrack_0067,ablation_no_stability_v2,deepcrack,oracle_gt_prompt_gt_alignment,0.7728389708008094,0.8718659545843696,0.8164465144689623,0.9353568929321203,0.8718659545843694
