image_id,method,dataset,protocol,iou,dice,precision,recall,f1
crackforest_0000,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.3633378932968536,0.5330122416215132,0.3701226309921962,0.9519713261648746,0.5330122416215132
crackforest_0001,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.4403642773207991,0.6114623699775648,0.45001501050735515,0.9535623409669212,0.6114623699775648
crackforest_0002,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.6193458594293667,0.7649333906317146,0.6679174484052532,0.8949220713926597,0.7649333906317146
crackforest_0003,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.4184219921456623,0.5899823810722375,0.4406015037593985,0.8926123381568926,0.5899823810722375
crackforest_0004,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.17452830188679244,0.2971887550200803,0.5794663573085846,0.1998399679935987,0.2971887550200803
crackforest_0005,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.41731484612783226,0.5888809353376282,0.4446846846846847,0.8714689265536724,0.5888809353376282
crackforest_0006,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.4576432514753474,0.6279221627269166,0.7271627344222625,0.5525166628361297,0.6279221627269166
crackforest_0007,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.33043225993617636,0.4967291757522896,0.5280482151135837,0.468917249897077,0.49672917575228953
crackforest_0008,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.6221579164944192,0.7670744138634047,0.6949896097898869,0.8558430480523174,0.7670744138634048
crackforest_0009,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.42221418234442837,0.5937420503688629,0.43626168224299067,0.929140127388535,0.5937420503688629
crackforest_0010,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.4542235710672736,0.6246956521739131,0.45828017351365147,0.9808847624249044,0.6246956521739131
crackforest_0011,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.508736559139785,0.6743875278396436,0.5213498622589532,0.9546027742749055,0.6743875278396437
crackforest_0012,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.2783816425120773,0.43552196504487484,0.4474280168230346,0.4242331288343558,0.43552196504487484
crackforest_0013,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.3675609004008634,0.5375422773393461,0.41174438687392056,0.7740259740259741,0.5375422773393461
crackforest_0014,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.551231135822081,0.7107014848950333,0.5713501646542262,0.9399548532731377,0.7107014848950334
crackforest_0015,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.45418950665622554,0.624663435648896,0.4752150757886112,0.9112333071484682,0.624663435648896
crackforest_0016,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.20984521695001268,0.34689597315436244,0.6522082018927445,0.2362857142857143,0.34689597315436244
crackforest_0017,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.31259150805270863,0.4762967094255438,0.3139705882352941,0.9861431870669746,0.47629670942554375
crackforest_0018,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.6545161290322581,0.7911873659582764,0.6815586160564326,0.9428438661710037,0.7911873659582765
crackforest_0019,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.49038737446197994,0.6580670003850597,0.5072721875927575,0.9364383561643835,0.6580670003850597
crackforest_0020,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.37128011336797356,0.5415087840165346,0.4106583072100313,0.7947421638018201,0.5415087840165346
crackforest_0021,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.0,0.0,0.0,0.0,0.0
crackforest_0022,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.3178861788617886,0.4824182603331277,0.3531005418422637,0.7611940298507462,0.4824182603331277
crackforest_0023,box+point,crackforest,oracle_gt_prompt_gt_alignment,0.3914943198368774,0.5626962528783755,0.3971631205673759,0.964824120603015,0.5626962528783755
