image_id,method,dataset,protocol,iou,dice,precision,recall,f1
crackforest_0000,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.4173450219160927,0.5889109785730064,0.4256066411238825,0.9555555555555556,0.5889109785730064
crackforest_0001,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.43571222190118464,0.6069631716643188,0.4439211068589932,0.9592875318066157,0.6069631716643187
crackforest_0002,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.6123481781376519,0.7595731324544884,0.6505376344086021,0.9125188536953243,0.7595731324544883
crackforest_0003,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.39806795469686873,0.569454372170598,0.4143550624133148,0.9101294744859101,0.569454372170598
crackforest_0004,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.17452830188679244,0.2971887550200803,0.5794663573085846,0.1998399679935987,0.2971887550200803
crackforest_0005,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.4206827309236948,0.592226148409894,0.4443266171792153,0.8877118644067796,0.5922261484098941
crackforest_0006,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.4576432514753474,0.6279221627269166,0.7271627344222625,0.5525166628361297,0.6279221627269166
crackforest_0007,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.33043225993617636,0.4967291757522896,0.5280482151135837,0.468917249897077,0.49672917575228953
crackforest_0008,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.6221579164944192,0.7670744138634047,0.6949896097898869,0.8558430480523174,0.7670744138634048
crackforest_0009,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.42129963898916967,0.5928371856743714,0.43528534129056323,0.929140127388535,0.5928371856743714
crackforest_0010,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.5513928914505284,0.7108359133126935,0.5713337757133378,0.9404696886947024,0.7108359133126936
crackforest_0011,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.5122606650990931,0.6774766770324301,0.5229766803840878,0.9615384615384616,0.6774766770324302
crackforest_0012,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.35104669887278583,0.5196662693682956,0.45723607550687484,0.601840490797546,0.5196662693682956
crackforest_0013,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.3756168359941945,0.5461067735809243,0.4045014066895905,0.8402597402597403,0.5461067735809243
crackforest_0014,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.5653021442495126,0.7222914072229141,0.5960070463887258,0.9164785553047404,0.7222914072229142
crackforest_0015,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.4505579068872643,0.6212201591511937,0.46896275530636766,0.9198743126472899,0.6212201591511938
crackforest_0016,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.20984521695001268,0.34689597315436244,0.6522082018927445,0.2362857142857143,0.34689597315436244
crackforest_0017,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.3310506750146742,0.4974276054681758,0.33366199960560045,0.976905311778291,0.4974276054681758
crackforest_0018,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.6213942307692307,0.7664936990363233,0.6374845869297164,0.9609665427509294,0.7664936990363233
crackforest_0019,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.48643244787203654,0.6544965411222137,0.5039952648712637,0.9331506849315069,0.6544965411222137
crackforest_0020,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.37128011336797356,0.5415087840165346,0.4106583072100313,0.7947421638018201,0.5415087840165346
crackforest_0021,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.12940730443573867,0.2291596732684346,0.5676274944567627,0.14355811019206505,0.22915967326843456
crackforest_0022,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.3178861788617886,0.4824182603331277,0.3531005418422637,0.7611940298507462,0.4824182603331277
crackforest_0023,ampf_v2,crackforest,oracle_gt_prompt_gt_alignment,0.3834522111269615,0.5543411012579913,0.3888888888888889,0.964824120603015,0.5543411012579913
