dataset,image_id,method,candidate_id,prompt_mode,detection_score,stability_score,boundary_score,composite_confidence,candidate_iou
deepcrack,deepcrack_0020,point,0,point,0.8817447423934937,0.9750187065765136,0.4724056124687195,0.812055847376357,0.0019853679112184198
deepcrack,deepcrack_0021,text,0,text,0.958984375,0.47940655447298497,0.819858968257904,0.7563507861300207,0.6971508640822046
deepcrack,deepcrack_0021,text,1,text,0.281005859375,0.25265322366675513,0.6517421007156372,0.3637664972122736,0.031535028138948186
deepcrack,deepcrack_0021,text,2,text,0.2666015625,0.2560867791077258,0.7437409162521362,0.3822062267507381,0.025680933852140077
deepcrack,deepcrack_0021,box,0,box,0.986328125,0.6382280927864068,0.8177077770233154,0.8223380267310713,0.7058548884116164
deepcrack,deepcrack_0021,point,0,point,0.778737485408783,0.9815531451521867,0.766031801700592,0.8465465453919265,0.7304202272927496
deepcrack,deepcrack_0021,point,1,point,0.8097143769264221,0.9833267133173568,0.7634565830230713,0.8589142461874115,0.009863649550333623
deepcrack,deepcrack_0022,text,0,text,0.72119140625,0.25,0.8543792963027954,0.5895713865756989,0.06159243738427054
deepcrack,deepcrack_0022,text,1,text,0.61376953125,0.25,0.6687628030776978,0.5001985132694244,0.0886955371025904
deepcrack,deepcrack_0022,text,2,text,0.5908203125,0.25,0.6713795065879822,0.49167300164699557,0.091715193223928
deepcrack,deepcrack_0022,text,3,text,0.583984375,0.25,0.6188750267028809,0.4758125066757202,0.014560047759609963
deepcrack,deepcrack_0022,text,4,text,0.57421875,0.25,0.668093740940094,0.4842109352350235,0.3027781461344649
deepcrack,deepcrack_0022,text,5,text,0.568359375,0.25,0.6800750494003296,0.4848625123500824,0.09855379422179568
deepcrack,deepcrack_0022,text,6,text,0.52978515625,0.25,0.8319752812385559,0.507407882809639,0.015106841146264701
deepcrack,deepcrack_0022,text,7,text,0.52734375,0.25,0.6843761205673218,0.46953153014183047,0.2029816133841312
deepcrack,deepcrack_0022,text,8,text,0.51220703125,0.25,0.7329404354095459,0.47561792135238645,0.07077239412330448
deepcrack,deepcrack_0022,text,9,text,0.4111328125,0.25,0.7660115957260132,0.4434560239315033,0.1019611733968317
deepcrack,deepcrack_0022,text,10,text,0.37890625,0.25,1.0,0.4890625,0.023666092943201378
deepcrack,deepcrack_0022,text,11,text,0.369140625,0.25,0.6307045817375183,0.3928323954343796,0.14741973998408064
deepcrack,deepcrack_0022,text,12,text,0.368896484375,0.25,0.5527976155281067,0.37325799763202666,0.04314115308151093
deepcrack,deepcrack_0022,text,13,text,0.30615234375,0.25,0.43164321780204773,0.31787174195051193,0.024518911745189116
deepcrack,deepcrack_0022,text,14,text,0.305908203125,0.25,0.9517398476600647,0.44779824316501615,0.03731811132741611
deepcrack,deepcrack_0022,text,15,text,0.303955078125,0.25,0.5413898825645447,0.3444295018911362,0.0650629481545121
deepcrack,deepcrack_0022,text,16,text,0.301025390625,0.25,0.5121510028839111,0.33594790697097776,0.010243320294371146
deepcrack,deepcrack_0022,text,17,text,0.29833984375,0.25,0.617906391620636,0.361312535405159,0.11293580107936298
deepcrack,deepcrack_0022,text,18,text,0.274169921875,0.25,0.49497976899147034,0.32091291099786756,0.03457796476465948
deepcrack,deepcrack_0022,text,19,text,0.25927734375,0.25,0.6651962995529175,0.3575100123882294,0.1088124129699622
deepcrack,deepcrack_0022,box,0,box,0.9873046875,0.32787867477971117,0.6932933926582336,0.6830027593374574,0.5045753361302897
deepcrack,deepcrack_0022,box,1,box,0.289306640625,0.9597963808050141,0.660044252872467,0.6166624527498716,0.012776690007632827
deepcrack,deepcrack_0022,box,2,box,0.27978515625,0.8159324921168217,0.9534235000610352,0.6358463097561464,0.04730596009073276
deepcrack,deepcrack_0022,point,0,point,0.9056350588798523,0.973516264805433,0.6198079586029053,0.8579367058845688,0.023468322854888386
deepcrack,deepcrack_0022,point,1,point,0.4289979040622711,0.6177547900254207,0.9414591789245605,0.6231781328649458,0.045199040136747644
deepcrack,deepcrack_0023,text,0,text,0.6875,0.25,0.7869524955749512,0.5592381238937378,0.12675540359018195
deepcrack,deepcrack_0023,text,1,text,0.681640625,0.25,1.0,0.61015625,0.06931444472552492
deepcrack,deepcrack_0023,text,2,text,0.6708984375,0.25,0.9178912043571472,0.5853321760892868,0.03501945525291829
deepcrack,deepcrack_0023,text,3,text,0.6591796875,0.25,0.7532060146331787,0.5394733786582947,0.03045298819946707
deepcrack,deepcrack_0023,text,4,text,0.6259765625,0.25,0.8034522533416748,0.5387536883354187,0.225437543438428
deepcrack,deepcrack_0023,text,5,text,0.61181640625,0.25,0.8595892190933228,0.5471238672733307,0.12319116527037319
deepcrack,deepcrack_0023,text,6,text,0.599609375,0.25,0.78501957654953,0.5235986441373826,0.13641853664738415
deepcrack,deepcrack_0023,text,7,text,0.59716796875,0.25,0.8440276980400085,0.5373741120100022,0.12581564776686727
deepcrack,deepcrack_0023,text,8,text,0.58154296875,0.25,0.8146371841430664,0.5237764835357666,0.058530510585305104
deepcrack,deepcrack_0023,text,9,text,0.58154296875,0.25,0.8179909586906433,0.5246149271726608,0.08943238935883291
deepcrack,deepcrack_0023,text,10,text,0.580078125,0.25,0.7989811897277832,0.5192765474319458,0.05892073984618318
deepcrack,deepcrack_0023,text,11,text,0.492431640625,0.25,0.8099573254585266,0.48696198761463166,0.2910103118871386
deepcrack,deepcrack_0023,text,12,text,0.461669921875,0.25,0.806371808052063,0.4737609207630158,0.17117060234878143
deepcrack,deepcrack_0023,text,13,text,0.43896484375,0.25,0.8220932483673096,0.46860924959182737,0.25317097919837644
deepcrack,deepcrack_0023,text,14,text,0.423828125,0.25,0.8319466710090637,0.465017917752266,0.5262326169405815
deepcrack,deepcrack_0023,text,15,text,0.41162109375,0.25,0.7026992440223694,0.4278232485055924,0.06648719714518249
deepcrack,deepcrack_0023,text,16,text,0.400146484375,0.25,0.8425317406654358,0.45819152891635895,0.08603927050899154
deepcrack,deepcrack_0023,text,17,text,0.400146484375,0.25,0.904543399810791,0.47369444370269775,0.18079979973715501
deepcrack,deepcrack_0023,text,18,text,0.352783203125,0.25,0.8373026847839355,0.4379389524459839,0.24202295371421365
deepcrack,deepcrack_0023,text,19,text,0.330810546875,0.25,0.7861024737358093,0.41634983718395235,0.16387832699619773
deepcrack,deepcrack_0023,text,20,text,0.30810546875,0.25,0.8495578765869141,0.4231316566467285,0.16996448503297817
deepcrack,deepcrack_0023,text,21,text,0.2978515625,0.25,0.732581615447998,0.38978602886199953,0.05102364201052165
deepcrack,deepcrack_0023,text,22,text,0.296630859375,0.25,0.8647690415382385,0.42234460413455965,0.15603920071274024
deepcrack,deepcrack_0023,text,23,text,0.273681640625,0.25,0.9122622609138489,0.4250382214784622,0.11795256867530192
deepcrack,deepcrack_0023,text,24,text,0.267578125,0.25,0.7609999179840088,0.3847812294960022,0.25575480096655223
deepcrack,deepcrack_0023,text,25,text,0.264892578125,0.25,0.8337672352790833,0.40189884006977084,0.30844483716233273
deepcrack,deepcrack_0023,box,0,box,0.99072265625,0.4715016129744103,0.852745532989502,0.7745010102884191,0.6451060707953781
