image_id,method,dataset,protocol,iou,dice,precision,recall,f1
deepcrack_0000,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.5431238885595732,0.703927782579468,0.5527069823556024,0.9690639873083025,0.703927782579468
deepcrack_0001,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.5502295197740112,0.7098684585160299,0.7485288819502822,0.6750054147714967,0.7098684585160299
deepcrack_0002,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.7466117687424945,0.8549258422551812,0.8005886681383371,0.9171759747102213,0.8549258422551813
deepcrack_0003,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.11972107640934983,0.21384089114989913,0.4802994483845548,0.13753807965700102,0.21384089114989915
deepcrack_0004,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.4085760517799353,0.5801263641585296,0.7843644835619984,0.46027646969466807,0.5801263641585296
deepcrack_0005,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.6054179290679024,0.7542184724689165,0.7794860027535567,0.7305376344086022,0.7542184724689166
deepcrack_0006,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.38666666666666666,0.5576923076923077,0.6990358126721763,0.4638939670932358,0.5576923076923077
deepcrack_0007,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.7177378754824635,0.8356779992184447,0.8591803937324226,0.8134271586154431,0.8356779992184447
deepcrack_0008,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.7390921110621419,0.8499746578813989,0.9025834230355221,0.8031609195402298,0.8499746578813988
deepcrack_0009,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.6541958563124162,0.7909533249234096,0.8139836795252225,0.7691903259726603,0.7909533249234096
deepcrack_0010,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.4281757754800591,0.599612152553329,0.7294746775715634,0.5089991220368745,0.599612152553329
deepcrack_0011,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.7321076822061721,0.8453373768006065,0.8004307250538406,0.8955823293172691,0.8453373768006065
deepcrack_0012,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.49569162378589043,0.6628259674694135,0.962914769030579,0.5053389620064564,0.6628259674694135
deepcrack_0013,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.4661803243855797,0.6359113086324332,0.9384088964927289,0.48089427924307737,0.6359113086324333
deepcrack_0014,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.08070566388115134,0.14935734414736407,0.23847673397717295,0.10872610827579306,0.1493573441473641
deepcrack_0015,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.22457482671110943,0.3667800804206619,0.47033158813263526,0.3005982559318597,0.36678008042066196
deepcrack_0016,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.361758381217612,0.5313106733283285,0.5860985778742361,0.4858901515151515,0.5313106733283285
deepcrack_0017,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.13912141924583366,0.24426091353446822,0.8595492289442468,0.14235756385068762,0.24426091353446824
deepcrack_0018,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.47244575170653197,0.6417156641037238,0.8499400958466453,0.5154395737466699,0.6417156641037237
deepcrack_0019,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.4140683774972833,0.5856412378447078,0.9800178059155208,0.41759399763952115,0.5856412378447078
deepcrack_0020,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.6095137655417406,0.7573886953822809,0.9510653040013858,0.6292476075869577,0.7573886953822808
deepcrack_0021,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.7106043752317389,0.8308225858892381,0.936248168050806,0.74673680109098,0.8308225858892381
deepcrack_0022,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.5165623668949249,0.6812279905805085,0.9747140649149922,0.5235786397449522,0.6812279905805086
deepcrack_0023,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.6434293401822295,0.7830325581395349,0.9382914214374889,0.6718600344805568,0.7830325581395349
deepcrack_0024,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.008889195148842337,0.017621747148418822,0.7087912087912088,0.008921778822878484,0.017621747148418822
deepcrack_0025,box+point,deepcrack,oracle_gt_prompt_gt_alignment,0.46005009933488816,0.6301839910075134,0.7675457558726041,0.5345242874347651,0.6301839910075133
