image_id,method,dataset,iou,dice,precision,recall,f1
deepcrack_0000,point+text,deepcrack,0.5890207715133531,0.7413632119514473,0.6100392692504695,0.9447382337387625,0.7413632119514472
deepcrack_0001,point+text,deepcrack,0.7228180312145784,0.8391112910572397,0.7876484560570072,0.8977691141433831,0.8391112910572398
deepcrack_0002,point+text,deepcrack,0.6819477241266998,0.8109024012393493,0.7500447787927638,0.8825079030558483,0.8109024012393493
deepcrack_0003,point+text,deepcrack,0.528051360618662,0.6911434709954644,0.5990730011587485,0.8166535033284441,0.6911434709954642
deepcrack_0004,point+text,deepcrack,0.4077368917643887,0.5792799693603983,0.7834757834757835,0.45951693756645906,0.5792799693603984
deepcrack_0005,point+text,deepcrack,0.682363315696649,0.8111961421532655,0.7913683779914092,0.8320430107526882,0.8111961421532656
deepcrack_0006,point+text,deepcrack,0.64056875449964,0.7809105869445968,0.7510023211648027,0.8132998171846435,0.7809105869445968
deepcrack_0007,point+text,deepcrack,0.7518963337547409,0.8583799386613747,0.8164035689773507,0.9049068086724991,0.8583799386613747
deepcrack_0008,point+text,deepcrack,0.8104019593718484,0.895272958777654,0.8925737860996509,0.8979885057471264,0.8952729587776539
deepcrack_0009,point+text,deepcrack,0.6302715981984441,0.7732105483465885,0.7401827215899984,0.809323519102699,0.7732105483465886
deepcrack_0010,point+text,deepcrack,0.6387612387612388,0.7795659595220678,0.8768513439385628,0.70171202809482,0.7795659595220679
deepcrack_0011,point+text,deepcrack,0.7204135503739552,0.8374888121723565,0.8015173764072443,0.8768406961178046,0.8374888121723565
deepcrack_0012,point+text,deepcrack,0.33606532403034645,0.503067204852797,0.9480017189514396,0.34237645890240875,0.503067204852797
deepcrack_0013,point+text,deepcrack,0.5295425211530188,0.6924194833809948,0.9661172161172161,0.5395630890626142,0.6924194833809948
deepcrack_0014,point+text,deepcrack,0.4418216499761564,0.6128658839093766,0.9039906332325105,0.46357450215150603,0.6128658839093766
deepcrack_0015,point+text,deepcrack,0.46375,0.6336464560204953,0.9711025023557742,0.47023930237274386,0.6336464560204953
deepcrack_0016,point+text,deepcrack,0.3458580915763719,0.5139592260745358,0.5691688236985908,0.46851325757575757,0.5139592260745358
deepcrack_0017,point+text,deepcrack,0.23982229711615793,0.3868655978747722,0.9045211613462372,0.24605108055009822,0.3868655978747722
deepcrack_0018,point+text,deepcrack,0.2863987373879714,0.445272105862764,0.8057405645417063,0.30764107532090096,0.445272105862764
deepcrack_0019,point+text,deepcrack,0.3301740406793877,0.49643735418374424,0.9848636477358018,0.3318580340583375,0.4964373541837442
deepcrack_0020,point+text,deepcrack,0.4779695662048603,0.6467921628889742,0.9812332439678284,0.48237923328176036,0.6467921628889742
deepcrack_0021,point+text,deepcrack,0.7337542751907393,0.8464339908952959,0.8803661616161617,0.815020455873758,0.8464339908952959
deepcrack_0022,point+text,deepcrack,0.32627188228725323,0.49201357073871377,0.9673775440646606,0.3299017003188098,0.4920135707387137
deepcrack_0023,point+text,deepcrack,0.5218848829854522,0.6858401562694817,0.9822619047619048,0.5268501372836983,0.6858401562694818
deepcrack_0024,point+text,deepcrack,0.48204649923389514,0.6505146761361082,0.9291217257318952,0.5004495469949513,0.6505146761361082
deepcrack_0025,point+text,deepcrack,0.6899555859241544,0.8165369453148691,0.8224394217063734,0.8107185869128863,0.8165369453148691
deepcrack_0026,point+text,deepcrack,0.6339662447257384,0.775984506132989,0.9231950844854071,0.6692650334075724,0.7759845061329891
deepcrack_0027,point+text,deepcrack,0.4845434938892883,0.6527845036319613,0.4872758820127241,0.988559694925198,0.6527845036319613
deepcrack_0028,point+text,deepcrack,0.22652590885436028,0.3693781064371439,0.8368580060422961,0.23699152212802366,0.3693781064371439
deepcrack_0029,point+text,deepcrack,0.6661234722657474,0.7996087725237934,0.9916029109908565,0.6699023006618342,0.7996087725237934
deepcrack_0030,point+text,deepcrack,0.6180391754691826,0.7639359847884646,0.9990881962864722,0.6183879739366888,0.7639359847884647
deepcrack_0031,point+text,deepcrack,0.9247988160207197,0.9609303666682686,0.9927514646013306,0.9310858632892531,0.9609303666682685
deepcrack_0032,point+text,deepcrack,0.6143358005453837,0.7611003861003861,0.6378159757330637,0.9434639545318576,0.761100386100386
deepcrack_0033,point+text,deepcrack,0.773482428115016,0.8722752657178887,0.788599348534202,0.9758162031438936,0.8722752657178886
deepcrack_0034,point+text,deepcrack,0.6908122119815668,0.817136530108168,0.700905902980713,0.9795793342862977,0.8171365301081679
deepcrack_0035,point+text,deepcrack,0.6067166723491306,0.7552254641909815,0.7019723865877712,0.8172215843857635,0.7552254641909814
deepcrack_0036,point+text,deepcrack,0.5084645336041984,0.6741484765164694,1.0,0.5084645336041984,0.6741484765164694
deepcrack_0037,point+text,deepcrack,0.2633269932658202,0.41687859860430104,0.9743223965763196,0.26516720157366186,0.41687859860430104
deepcrack_0038,point+text,deepcrack,0.46161074157414506,0.6316466189581958,0.9880385307505029,0.46420489866965065,0.631646618958196
deepcrack_0039,point+text,deepcrack,0.1637390525477707,0.281401663352789,0.9042319318494092,0.16662868717559184,0.28140166335278904
